iteration,seed,model,num_users,reviews_per_user,accuracy,median_accuracy,model_time_seconds,elapsed_seconds,cpu_percent,cpu_percent_delta,ram_percent,ram_percent_delta,ram_used_mb,ram_used_mb_delta,gpu_util_percent,gpu_util_percent_delta,gpu_memory_percent,gpu_memory_percent_delta,gpu_memory_used_mb,gpu_memory_used_mb_delta,gpu_temperature_c,gpu_temperature_c_delta,gpu_allocated_mb,gpu_reserved_mb,gpu_peak_allocated_mb,gpu_peak_reserved_mb,gpu_available,gpu_backend,gpu_name,gpu_util_percent_max,gpu_memory_used_mb_mean,gpu_memory_used_mb_max,gpu_temperature_c_max,gpu_sample_count,gpu_utilization_scope,pid,python_executable,requested_device,torch_version,torch_cuda_build,torch_cuda_available,effective_device,cuda_telemetry_available,gpu_metrics_status,train_fingerprint,test_fingerprint,train_rows,test_rows,gpu_allocated_mb_delta,gpu_reserved_mb_delta,gpu_peak_allocated_mb_delta,gpu_peak_reserved_mb_delta
7,1006,ao_per_user_cuda,250,200,0.7457,0.75,21.076684713363647,57.130689200013876,20.2,-19.2,72.8,1.0,11696.77734375,159.03125,0.6170212765957447,0.0,2.7587890625,0.830078125,113.0,34.0,52.0,-4.0,0.0,22.0,1.4853515625,22.0,True,nvidia-smi,NVIDIA GeForce RTX 3050 Ti Laptop GPU,2.0,90.57446808510639,113.0,56.0,94,system-wide (NVML/nvidia-smi),25356.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,cuda,2.6.0+cu126,12.6,True,cuda,True,available,8c712c0c56c1faac8fea45b584cf52805ac3bdd81cfa64a27ce79af0cd54e4bb,f5fccc477e80154cc0f92027773eddf621855dfcab28b1f6b937ecfb6cb088a9,40000,10000,0.0,22.0,1.4853515625,22.0
7,1006,per_user_pytorch,250,200,0.6376000000000001,0.675,16.366942405700684,52.472646200010786,21.5,-1.0,74.2,2.299999999999997,11931.26171875,377.890625,9.703296703296703,32.0,3.1982421875,1.26953125,131.0,52.0,52.0,-2.0,16.31103515625,22.0,17.3388671875,22.0,True,nvidia-smi,NVIDIA GeForce RTX 3050 Ti Laptop GPU,42.0,94.27472527472527,131.0,54.0,91,system-wide (NVML/nvidia-smi),23900.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,auto,2.6.0+cu126,12.6,True,cuda,True,available,8c712c0c56c1faac8fea45b584cf52805ac3bdd81cfa64a27ce79af0cd54e4bb,f5fccc477e80154cc0f92027773eddf621855dfcab28b1f6b937ecfb6cb088a9,40000,10000,16.31103515625,22.0,17.3388671875,22.0
7,1006,torch_collaborative,250,200,0.8303,,31.103906393051147,66.80580980001832,23.7,5.300000000000001,75.2,3.700000000000003,12085.2109375,592.4140625,11.538461538461538,21.0,3.2470703125,1.318359375,133.0,54.0,53.0,-1.0,18.107421875,24.0,19.3857421875,24.0,True,nvidia-smi,NVIDIA GeForce RTX 3050 Ti Laptop GPU,27.0,103.97435897435898,133.0,54.0,117,system-wide (NVML/nvidia-smi),25516.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,auto,2.6.0+cu126,12.6,True,cuda,True,available,8c712c0c56c1faac8fea45b584cf52805ac3bdd81cfa64a27ce79af0cd54e4bb,f5fccc477e80154cc0f92027773eddf621855dfcab28b1f6b937ecfb6cb088a9,40000,10000,18.107421875,24.0,19.3857421875,24.0
8,1007,ao_per_user_cpu,250,5,0.74,1.0,23.18172335624695,55.77576039999258,26.2,8.599999999999998,72.5,1.0,11660.2890625,173.41015625,0.0,0.0,0.0,0.0,0.0,0.0,55.0,1.0,,,,,True,nvidia-smi,,0.0,0.0,0.0,55.0,50,system-wide (NVML/nvidia-smi),13164.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,cpu,2.6.0+cu126,12.6,True,cpu,True,available,fbb5540e12aed2d4d61c68fecc6b805fd7ef8b802da5fcbd98c1a3082ab73445,163843a8d74db7e5067fcd190ea439209ccdf29df20366ff67063a2a383cc35d,1000,250,,,,
8,1007,ao_per_user_cuda,250,5,0.724,1.0,18.96618938446045,51.817666799994186,21.3,3.900000000000002,71.5,0.09999999999999432,11498.17578125,20.99609375,0.5340909090909091,-4.0,2.2705078125,0.341796875,93.0,14.0,53.0,-2.0,0.0,2.0,0.00390625,2.0,True,nvidia-smi,NVIDIA GeForce RTX 3050 Ti Laptop GPU,5.0,83.93181818181819,93.0,56.0,88,system-wide (NVML/nvidia-smi),21180.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,cuda,2.6.0+cu126,12.6,True,cuda,True,available,fbb5540e12aed2d4d61c68fecc6b805fd7ef8b802da5fcbd98c1a3082ab73445,163843a8d74db7e5067fcd190ea439209ccdf29df20366ff67063a2a383cc35d,1000,250,0.0,2.0,0.00390625,2.0
8,1007,per_user_pytorch,250,5,0.576,1.0,12.511035680770874,44.97158139999374,21.9,6.699999999999999,72.5,1.5,11659.1640625,246.73046875,8.481012658227849,32.0,3.1982421875,1.26953125,131.0,52.0,52.0,-2.0,16.28369140625,22.0,17.28466796875,22.0,True,nvidia-smi,NVIDIA GeForce RTX 3050 Ti Laptop GPU,37.0,92.21518987341773,131.0,55.0,79,system-wide (NVML/nvidia-smi),7000.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,auto,2.6.0+cu126,12.6,True,cuda,True,available,fbb5540e12aed2d4d61c68fecc6b805fd7ef8b802da5fcbd98c1a3082ab73445,163843a8d74db7e5067fcd190ea439209ccdf29df20366ff67063a2a383cc35d,1000,250,16.28369140625,22.0,17.28466796875,22.0
8,1007,torch_collaborative,250,5,0.736,,0.922736406326294,33.75939199997811,21.0,4.600000000000001,73.6,3.1999999999999886,11824.671875,514.50390625,0.3050847457627119,3.0,3.1982421875,1.26953125,131.0,52.0,52.0,-2.0,16.828125,22.0,18.0576171875,22.0,True,nvidia-smi,NVIDIA GeForce RTX 3050 Ti Laptop GPU,6.0,80.83050847457628,131.0,54.0,59,system-wide (NVML/nvidia-smi),19772.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,auto,2.6.0+cu126,12.6,True,cuda,True,available,fbb5540e12aed2d4d61c68fecc6b805fd7ef8b802da5fcbd98c1a3082ab73445,163843a8d74db7e5067fcd190ea439209ccdf29df20366ff67063a2a383cc35d,1000,250,16.828125,22.0,18.0576171875,22.0
8,1007,ao_per_user_cpu,250,10,0.724,1.0,25.102529048919678,57.50128769999719,26.3,9.7,71.8,1.5999999999999943,11536.50390625,248.58984375,0.0,0.0,0.0,0.0,0.0,0.0,55.0,1.0,,,,,True,nvidia-smi,,0.0,0.0,0.0,55.0,52,system-wide (NVML/nvidia-smi),18712.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,cpu,2.6.0+cu126,12.6,True,cpu,True,available,ea8951378b640c7ebadf1b99403fb5f0c2cc1160c27fb58c82fab75ba0768737,168ef498be032ad0a71625f18a09e87feead307eb24ab790d9de13a06b4fe449,2000,500,,,,
8,1007,ao_per_user_cuda,250,10,0.7,1.0,19.167024850845337,50.67579070001375,19.5,-6.0,71.5,0.7000000000000028,11487.16796875,109.00390625,0.42528735632183906,-2.0,2.2705078125,0.341796875,93.0,14.0,52.0,-3.0,0.0,2.0,0.00634765625,2.0,True,nvidia-smi,NVIDIA GeForce RTX 3050 Ti Laptop GPU,3.0,84.14942528735632,93.0,56.0,87,system-wide (NVML/nvidia-smi),22096.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,cuda,2.6.0+cu126,12.6,True,cuda,True,available,ea8951378b640c7ebadf1b99403fb5f0c2cc1160c27fb58c82fab75ba0768737,168ef498be032ad0a71625f18a09e87feead307eb24ab790d9de13a06b4fe449,2000,500,0.0,2.0,0.00634765625,2.0
8,1007,per_user_pytorch,250,10,0.598,0.5,12.817970037460327,45.286785700009204,23.1,7.700000000000001,73.2,2.4000000000000057,11772.5078125,389.734375,9.0625,28.0,3.1982421875,1.26953125,131.0,52.0,52.0,-2.0,16.2841796875,22.0,17.28515625,22.0,True,nvidia-smi,NVIDIA GeForce RTX 3050 Ti Laptop GPU,38.0,92.7,131.0,54.0,80,system-wide (NVML/nvidia-smi),1968.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,auto,2.6.0+cu126,12.6,True,cuda,True,available,ea8951378b640c7ebadf1b99403fb5f0c2cc1160c27fb58c82fab75ba0768737,168ef498be032ad0a71625f18a09e87feead307eb24ab790d9de13a06b4fe449,2000,500,16.2841796875,22.0,17.28515625,22.0
8,1007,torch_collaborative,250,10,0.784,,1.679650068283081,35.06637360001332,21.5,4.600000000000001,73.3,2.3999999999999915,11783.296875,381.4609375,0.7540983606557377,15.0,3.2470703125,1.318359375,133.0,54.0,53.0,-1.0,16.9482421875,24.0,18.1826171875,24.0,True,nvidia-smi,NVIDIA GeForce RTX 3050 Ti Laptop GPU,20.0,81.0,131.0,54.0,61,system-wide (NVML/nvidia-smi),21364.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,auto,2.6.0+cu126,12.6,True,cuda,True,available,ea8951378b640c7ebadf1b99403fb5f0c2cc1160c27fb58c82fab75ba0768737,168ef498be032ad0a71625f18a09e87feead307eb24ab790d9de13a06b4fe449,2000,500,16.9482421875,24.0,18.1826171875,24.0
8,1007,ao_per_user_cpu,250,25,0.7904,0.8,31.412723064422607,64.43281430000206,27.0,10.399999999999999,71.9,2.0,11565.9765625,322.984375,0.0,0.0,0.0,0.0,0.0,0.0,55.0,1.0,,,,,True,nvidia-smi,,0.0,0.0,0.0,55.0,58,system-wide (NVML/nvidia-smi),27780.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,cpu,2.6.0+cu126,12.6,True,cpu,True,available,693279bb8f8eaa785b6f0aea25c6728236ddfa924051aceaab518802530876df,c40cc1614dba7dfeae1e6a486174a0886e92bbfa485d0850a3afc5f96d390b79,5000,1250,,,,
8,1007,ao_per_user_cuda,250,25,0.7648,0.8,19.21115469932556,51.642780900001526,19.9,-16.300000000000004,71.1,0.29999999999999716,11434.4296875,57.8828125,0.45454545454545453,-4.0,2.2705078125,0.341796875,93.0,14.0,52.0,-3.0,0.0,2.0,0.0263671875,2.0,True,nvidia-smi,NVIDIA GeForce RTX 3050 Ti Laptop GPU,5.0,83.93181818181819,93.0,55.0,88,system-wide (NVML/nvidia-smi),25396.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,cuda,2.6.0+cu126,12.6,True,cuda,True,available,693279bb8f8eaa785b6f0aea25c6728236ddfa924051aceaab518802530876df,c40cc1614dba7dfeae1e6a486174a0886e92bbfa485d0850a3afc5f96d390b79,5000,1250,0.0,2.0,0.0263671875,2.0
8,1007,per_user_pytorch,250,25,0.632,0.6,11.934212923049927,44.74244590001763,23.2,6.300000000000001,73.0,2.5999999999999943,11741.89453125,426.34765625,8.4125,27.0,3.1982421875,1.26953125,131.0,52.0,53.0,-1.0,16.28662109375,22.0,17.28759765625,22.0,True,nvidia-smi,NVIDIA GeForce RTX 3050 Ti Laptop GPU,41.0,91.4,131.0,54.0,80,system-wide (NVML/nvidia-smi),19012.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,auto,2.6.0+cu126,12.6,True,cuda,True,available,693279bb8f8eaa785b6f0aea25c6728236ddfa924051aceaab518802530876df,c40cc1614dba7dfeae1e6a486174a0886e92bbfa485d0850a3afc5f96d390b79,5000,1250,16.28662109375,22.0,17.28759765625,22.0
8,1007,torch_collaborative,250,25,0.872,,3.862234354019165,36.7408415999962,20.9,2.5,73.4,2.6000000000000085,11792.703125,412.37109375,1.8153846153846154,18.0,3.2470703125,1.318359375,133.0,54.0,52.0,-2.0,17.1904296875,24.0,18.4375,24.0,True,nvidia-smi,NVIDIA GeForce RTX 3050 Ti Laptop GPU,22.0,84.26153846153846,133.0,54.0,65,system-wide (NVML/nvidia-smi),1900.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,auto,2.6.0+cu126,12.6,True,cuda,True,available,693279bb8f8eaa785b6f0aea25c6728236ddfa924051aceaab518802530876df,c40cc1614dba7dfeae1e6a486174a0886e92bbfa485d0850a3afc5f96d390b79,5000,1250,17.1904296875,24.0,18.4375,24.0
8,1007,ao_per_user_cpu,250,100,0.7787999999999999,0.8,65.14834642410278,99.709655499988,26.8,-13.499999999999996,72.7,2.299999999999997,11681.24609375,371.67578125,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,55.0,1.0,,,,,True,nvidia-smi,,1.0,0.06521739130434782,6.0,56.0,92,system-wide (NVML/nvidia-smi),22296.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,cpu,2.6.0+cu126,12.6,True,cpu,True,available,1593a36ec112fb6f16f5a2094a136cd1bf94dcf15701814ab5e21d3cc4d7bbd7,edb718de2e8e517ff5dce0f55c7b09b8e531331c79844eb42f2f2e4718a63abe,20000,5000,,,,
8,1007,ao_per_user_cuda,250,100,0.7494,0.75,20.092679262161255,54.06436369998846,20.5,1.6000000000000014,71.9,0.7000000000000028,11551.75,103.70703125,0.3956043956043956,-2.0,2.2705078125,0.341796875,93.0,14.0,52.0,-3.0,0.0,2.0,0.37451171875,2.0,True,nvidia-smi,NVIDIA GeForce RTX 3050 Ti Laptop GPU,3.0,83.76923076923077,93.0,56.0,91,system-wide (NVML/nvidia-smi),15080.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,cuda,2.6.0+cu126,12.6,True,cuda,True,available,1593a36ec112fb6f16f5a2094a136cd1bf94dcf15701814ab5e21d3cc4d7bbd7,edb718de2e8e517ff5dce0f55c7b09b8e531331c79844eb42f2f2e4718a63abe,20000,5000,0.0,2.0,0.37451171875,2.0
8,1007,per_user_pytorch,250,100,0.643,0.65,14.92085599899292,49.26958950000699,23.6,-11.899999999999999,74.0,3.0,11902.10546875,487.0078125,10.023255813953488,32.0,3.1982421875,1.26953125,131.0,52.0,53.0,-1.0,16.29736328125,22.0,17.3076171875,22.0,True,nvidia-smi,NVIDIA GeForce RTX 3050 Ti Laptop GPU,44.0,93.55813953488372,131.0,54.0,86,system-wide (NVML/nvidia-smi),16536.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,auto,2.6.0+cu126,12.6,True,cuda,True,available,1593a36ec112fb6f16f5a2094a136cd1bf94dcf15701814ab5e21d3cc4d7bbd7,edb718de2e8e517ff5dce0f55c7b09b8e531331c79844eb42f2f2e4718a63abe,20000,5000,16.29736328125,22.0,17.3076171875,22.0
8,1007,torch_collaborative,250,100,0.8682,,15.564834833145142,49.891362900001695,21.6,2.8000000000000007,74.6,2.8999999999999915,11996.9375,467.91015625,7.6022727272727275,23.0,3.2470703125,1.318359375,133.0,54.0,53.0,-1.0,17.69873046875,24.0,18.958984375,24.0,True,nvidia-smi,NVIDIA GeForce RTX 3050 Ti Laptop GPU,27.0,95.63636363636364,133.0,55.0,88,system-wide (NVML/nvidia-smi),14384.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,auto,2.6.0+cu126,12.6,True,cuda,True,available,1593a36ec112fb6f16f5a2094a136cd1bf94dcf15701814ab5e21d3cc4d7bbd7,edb718de2e8e517ff5dce0f55c7b09b8e531331c79844eb42f2f2e4718a63abe,20000,5000,17.69873046875,24.0,18.958984375,24.0
8,1007,ao_per_user_cpu,250,200,0.7782,0.8,125.10700130462646,161.53987760000746,26.0,8.899999999999999,74.5,3.4000000000000057,11973.7265625,546.91015625,0.0,0.0,0.0,0.0,0.0,0.0,56.0,2.0,,,,,True,nvidia-smi,,0.0,0.0,0.0,56.0,146,system-wide (NVML/nvidia-smi),19464.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,cpu,2.6.0+cu126,12.6,True,cpu,True,available,6a6cae02ab2eec771f77440ad8e473fd8037b87587f06b1d459837ebda09c0c9,c414048a58734598e26652c7df1a2d458046c31118456593254e005dfa80704b,40000,10000,,,,
8,1007,ao_per_user_cuda,250,200,0.7501,0.75,21.87951159477234,57.53279929998098,20.4,-1.8000000000000007,72.8,0.0,11696.84375,-10.51171875,0.6631578947368421,-3.0,2.7587890625,0.830078125,113.0,34.0,53.0,-3.0,0.0,22.0,1.4853515625,22.0,True,nvidia-smi,NVIDIA GeForce RTX 3050 Ti Laptop GPU,6.0,90.83157894736843,113.0,56.0,95,system-wide (NVML/nvidia-smi),26852.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,cuda,2.6.0+cu126,12.6,True,cuda,True,available,6a6cae02ab2eec771f77440ad8e473fd8037b87587f06b1d459837ebda09c0c9,c414048a58734598e26652c7df1a2d458046c31118456593254e005dfa80704b,40000,10000,0.0,22.0,1.4853515625,22.0
8,1007,per_user_pytorch,250,200,0.6506000000000001,0.675,16.81370496749878,53.43517229999998,24.6,-9.5,74.9,3.0,12034.94921875,471.1328125,9.956989247311828,32.0,3.1982421875,1.26953125,131.0,52.0,53.0,-1.0,16.31103515625,22.0,17.3388671875,22.0,True,nvidia-smi,NVIDIA GeForce RTX 3050 Ti Laptop GPU,41.0,93.60215053763442,131.0,55.0,93,system-wide (NVML/nvidia-smi),11720.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,auto,2.6.0+cu126,12.6,True,cuda,True,available,6a6cae02ab2eec771f77440ad8e473fd8037b87587f06b1d459837ebda09c0c9,c414048a58734598e26652c7df1a2d458046c31118456593254e005dfa80704b,40000,10000,16.31103515625,22.0,17.3388671875,22.0
8,1007,torch_collaborative,250,200,0.8327,,31.599835872650146,66.81416089998675,24.6,9.8,75.8,3.5,12177.68359375,559.04296875,11.974576271186441,23.0,3.2470703125,1.318359375,133.0,54.0,53.0,-1.0,18.056640625,24.0,19.3349609375,24.0,True,nvidia-smi,NVIDIA GeForce RTX 3050 Ti Laptop GPU,27.0,104.66101694915254,133.0,55.0,118,system-wide (NVML/nvidia-smi),11136.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,auto,2.6.0+cu126,12.6,True,cuda,True,available,6a6cae02ab2eec771f77440ad8e473fd8037b87587f06b1d459837ebda09c0c9,c414048a58734598e26652c7df1a2d458046c31118456593254e005dfa80704b,40000,10000,18.056640625,24.0,19.3349609375,24.0
9,1008,ao_per_user_cpu,250,5,0.728,1.0,23.949028968811035,56.88775940000778,27.9,10.0,73.3,1.3999999999999915,11778.44921875,213.2109375,0.0,0.0,0.0,0.0,0.0,0.0,55.0,1.0,,,,,True,nvidia-smi,,0.0,0.0,0.0,55.0,50,system-wide (NVML/nvidia-smi),2604.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,cpu,2.6.0+cu126,12.6,True,cpu,True,available,46b8fc1afaced78900891ad1e452745a9ee36fe6c69800fa7cd81ce11f95cb18,7c24012972949c2581b2f1de634e66130b8ab838c640a056b86c1f4138ed091b,1000,250,,,,
9,1008,ao_per_user_cuda,250,5,0.732,1.0,19.106294870376587,51.02858959999867,20.1,4.400000000000002,72.7,0.5,11690.74609375,87.71875,0.4482758620689655,-4.0,2.2705078125,0.341796875,93.0,14.0,52.0,-3.0,0.0,2.0,0.00390625,2.0,True,nvidia-smi,NVIDIA GeForce RTX 3050 Ti Laptop GPU,5.0,83.98850574712644,93.0,55.0,87,system-wide (NVML/nvidia-smi),24556.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,cuda,2.6.0+cu126,12.6,True,cuda,True,available,46b8fc1afaced78900891ad1e452745a9ee36fe6c69800fa7cd81ce11f95cb18,7c24012972949c2581b2f1de634e66130b8ab838c640a056b86c1f4138ed091b,1000,250,0.0,2.0,0.00390625,2.0
9,1008,per_user_pytorch,250,5,0.552,1.0,13.035494804382324,44.90307339999708,22.3,7.200000000000001,73.9,1.8000000000000114,11871.86328125,285.5,8.26923076923077,34.0,3.1982421875,1.26953125,131.0,52.0,52.0,-1.0,16.28369140625,22.0,17.28466796875,22.0,True,nvidia-smi,NVIDIA GeForce RTX 3050 Ti Laptop GPU,37.0,92.82051282051282,131.0,54.0,78,system-wide (NVML/nvidia-smi),17292.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,auto,2.6.0+cu126,12.6,True,cuda,True,available,46b8fc1afaced78900891ad1e452745a9ee36fe6c69800fa7cd81ce11f95cb18,7c24012972949c2581b2f1de634e66130b8ab838c640a056b86c1f4138ed091b,1000,250,16.28369140625,22.0,17.28466796875,22.0
9,1008,torch_collaborative,250,5,0.676,,0.9271783828735352,34.51924599998165,21.1,5.0,74.7,3.200000000000003,12008.17578125,512.0703125,0.3442622950819672,12.0,3.1982421875,1.26953125,131.0,52.0,52.0,-2.0,16.837890625,22.0,18.0673828125,22.0,True,nvidia-smi,NVIDIA GeForce RTX 3050 Ti Laptop GPU,15.0,80.77049180327869,131.0,54.0,61,system-wide (NVML/nvidia-smi),14576.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,auto,2.6.0+cu126,12.6,True,cuda,True,available,46b8fc1afaced78900891ad1e452745a9ee36fe6c69800fa7cd81ce11f95cb18,7c24012972949c2581b2f1de634e66130b8ab838c640a056b86c1f4138ed091b,1000,250,16.837890625,22.0,18.0673828125,22.0
9,1008,ao_per_user_cpu,250,10,0.76,1.0,25.711383819580078,58.52839049999602,27.2,12.5,72.9,1.5,11726.54296875,240.98046875,0.0,0.0,0.0,0.0,0.0,0.0,55.0,2.0,,,,,True,nvidia-smi,,0.0,0.0,0.0,55.0,52,system-wide (NVML/nvidia-smi),23672.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,cpu,2.6.0+cu126,12.6,True,cpu,True,available,4c727b64142aba1c5d4b557eda10e9a0b1dd29de4bea2af82e98b45e809ee5d9,5cf23971bb4cfc734a05dbd6159843c63dfaa99b470c86df9f0539c8397d616e,2000,500,,,,
9,1008,ao_per_user_cuda,250,10,0.74,1.0,18.938638925552368,51.50977060000878,21.0,4.5,72.2,0.29999999999999716,11610.49609375,47.234375,0.4090909090909091,-2.0,2.2705078125,0.341796875,93.0,14.0,52.0,-2.0,0.0,2.0,0.00634765625,2.0,True,nvidia-smi,NVIDIA GeForce RTX 3050 Ti Laptop GPU,3.0,83.93181818181819,93.0,55.0,88,system-wide (NVML/nvidia-smi),27756.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,cuda,2.6.0+cu126,12.6,True,cuda,True,available,4c727b64142aba1c5d4b557eda10e9a0b1dd29de4bea2af82e98b45e809ee5d9,5cf23971bb4cfc734a05dbd6159843c63dfaa99b470c86df9f0539c8397d616e,2000,500,0.0,2.0,0.00634765625,2.0
9,1008,per_user_pytorch,250,10,0.564,0.5,10.591831684112549,43.23709079998662,22.7,3.8000000000000007,74.2,2.700000000000003,11926.48828125,434.1796875,7.473684210526316,33.0,3.1982421875,1.26953125,131.0,52.0,52.0,-1.0,16.2841796875,22.0,17.28515625,22.0,True,nvidia-smi,NVIDIA GeForce RTX 3050 Ti Laptop GPU,40.0,90.44736842105263,131.0,54.0,76,system-wide (NVML/nvidia-smi),1404.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,auto,2.6.0+cu126,12.6,True,cuda,True,available,4c727b64142aba1c5d4b557eda10e9a0b1dd29de4bea2af82e98b45e809ee5d9,5cf23971bb4cfc734a05dbd6159843c63dfaa99b470c86df9f0539c8397d616e,2000,500,16.2841796875,22.0,17.28515625,22.0
9,1008,torch_collaborative,250,10,0.816,,1.6368672847747803,34.769620699982625,22.2,5.199999999999999,75.0,3.0,12050.71484375,474.67578125,0.4426229508196721,18.0,3.2470703125,1.318359375,133.0,54.0,52.0,-1.0,16.9658203125,24.0,18.2001953125,24.0,True,nvidia-smi,NVIDIA GeForce RTX 3050 Ti Laptop GPU,21.0,80.80327868852459,131.0,54.0,61,system-wide (NVML/nvidia-smi),27012.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,auto,2.6.0+cu126,12.6,True,cuda,True,available,4c727b64142aba1c5d4b557eda10e9a0b1dd29de4bea2af82e98b45e809ee5d9,5cf23971bb4cfc734a05dbd6159843c63dfaa99b470c86df9f0539c8397d616e,2000,500,16.9658203125,24.0,18.2001953125,24.0
9,1008,ao_per_user_cpu,250,25,0.7712,0.8,31.094455242156982,64.04616910000914,27.6,11.700000000000001,74.1,2.5999999999999943,11910.234375,409.390625,0.0,0.0,0.0,0.0,0.0,0.0,55.0,2.0,,,,,True,nvidia-smi,,0.0,0.0,0.0,55.0,58,system-wide (NVML/nvidia-smi),21984.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,cpu,2.6.0+cu126,12.6,True,cpu,True,available,b2fb2c58c963be3e88cd69851e415f998368a4a4cd06b76459d1fb201779edf7,bb9d6c1ad4d17e70f73b87b86cdf18d6231e545a9d604a5c3849a59f210d2c44,5000,1250,,,,
9,1008,ao_per_user_cuda,250,25,0.748,0.8,19.485809326171875,52.61514710000483,21.6,6.400000000000002,73.0,0.09999999999999432,11741.44921875,29.984375,0.4,-2.0,2.2705078125,0.341796875,93.0,14.0,52.0,-3.0,0.0,2.0,0.0263671875,2.0,True,nvidia-smi,NVIDIA GeForce RTX 3050 Ti Laptop GPU,3.0,83.97777777777777,93.0,55.0,90,system-wide (NVML/nvidia-smi),28144.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,cuda,2.6.0+cu126,12.6,True,cuda,True,available,b2fb2c58c963be3e88cd69851e415f998368a4a4cd06b76459d1fb201779edf7,bb9d6c1ad4d17e70f73b87b86cdf18d6231e545a9d604a5c3849a59f210d2c44,5000,1250,0.0,2.0,0.0263671875,2.0
9,1008,per_user_pytorch,250,25,0.5912000000000001,0.6,13.185640335083008,45.36388719998649,22.4,-6.100000000000001,74.3,2.0,11946.30078125,325.0078125,9.725,34.0,3.1982421875,1.26953125,131.0,52.0,52.0,-1.0,16.28662109375,22.0,17.28759765625,22.0,True,nvidia-smi,NVIDIA GeForce RTX 3050 Ti Laptop GPU,42.0,92.7,131.0,54.0,80,system-wide (NVML/nvidia-smi),10744.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,auto,2.6.0+cu126,12.6,True,cuda,True,available,b2fb2c58c963be3e88cd69851e415f998368a4a4cd06b76459d1fb201779edf7,bb9d6c1ad4d17e70f73b87b86cdf18d6231e545a9d604a5c3849a59f210d2c44,5000,1250,16.28662109375,22.0,17.28759765625,22.0
9,1008,torch_collaborative,250,25,0.8376,,3.8575310707092285,37.47198680002475,21.7,6.5,75.0,2.5999999999999943,12053.80078125,411.87109375,1.7575757575757576,19.0,3.2470703125,1.318359375,133.0,54.0,52.0,-1.0,17.1845703125,24.0,18.431640625,24.0,True,nvidia-smi,NVIDIA GeForce RTX 3050 Ti Laptop GPU,23.0,84.0,133.0,54.0,66,system-wide (NVML/nvidia-smi),25756.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,auto,2.6.0+cu126,12.6,True,cuda,True,available,b2fb2c58c963be3e88cd69851e415f998368a4a4cd06b76459d1fb201779edf7,bb9d6c1ad4d17e70f73b87b86cdf18d6231e545a9d604a5c3849a59f210d2c44,5000,1250,17.1845703125,24.0,18.431640625,24.0
9,1008,ao_per_user_cpu,250,100,0.7832,0.8,63.93693542480469,98.37449879999622,25.9,10.7,73.4,1.6000000000000085,11792.2109375,248.2734375,0.0,0.0,0.0,0.0,0.0,0.0,55.0,2.0,,,,,True,nvidia-smi,,0.0,0.0,0.0,55.0,88,system-wide (NVML/nvidia-smi),11016.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,cpu,2.6.0+cu126,12.6,True,cpu,True,available,176fa069388442c2f251dabcd43356e85f385978f77576578d4d8e01272b4b46,6ed7d49eede3116dbe60bdac46134fab0ba6bd771a4a8b0d60f5058f13f056ec,20000,5000,,,,
