iteration,seed,model,num_users,reviews_per_user,accuracy,median_accuracy,model_time_seconds,elapsed_seconds,cpu_percent,cpu_percent_delta,ram_percent,ram_percent_delta,ram_used_mb,ram_used_mb_delta,gpu_util_percent,gpu_util_percent_delta,gpu_memory_percent,gpu_memory_percent_delta,gpu_memory_used_mb,gpu_memory_used_mb_delta,gpu_temperature_c,gpu_temperature_c_delta,gpu_allocated_mb,gpu_reserved_mb,gpu_peak_allocated_mb,gpu_peak_reserved_mb,gpu_available,gpu_backend,gpu_name,gpu_util_percent_max,gpu_memory_used_mb_mean,gpu_memory_used_mb_max,gpu_temperature_c_max,gpu_sample_count,gpu_utilization_scope,pid,python_executable,requested_device,torch_version,torch_cuda_build,torch_cuda_available,effective_device,cuda_telemetry_available,gpu_metrics_status,train_fingerprint,test_fingerprint,train_rows,test_rows,gpu_allocated_mb_delta,gpu_reserved_mb_delta,gpu_peak_allocated_mb_delta,gpu_peak_reserved_mb_delta
9,1008,ao_per_user_cuda,250,100,0.7596,0.75,20.342594385147095,55.19250909998664,21.2,3.0,72.7,0.7000000000000028,11685.68359375,107.125,0.4782608695652174,-4.0,2.2705078125,0.341796875,93.0,14.0,52.0,-3.0,0.0,2.0,0.37451171875,2.0,True,nvidia-smi,NVIDIA GeForce RTX 3050 Ti Laptop GPU,5.0,83.71739130434783,93.0,55.0,92,system-wide (NVML/nvidia-smi),684.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,cuda,2.6.0+cu126,12.6,True,cuda,True,available,176fa069388442c2f251dabcd43356e85f385978f77576578d4d8e01272b4b46,6ed7d49eede3116dbe60bdac46134fab0ba6bd771a4a8b0d60f5058f13f056ec,20000,5000,0.0,2.0,0.37451171875,2.0
9,1008,per_user_pytorch,250,100,0.6156,0.65,14.372458696365356,48.67735350001021,22.9,7.099999999999998,74.2,2.5,11929.44140625,407.7734375,9.435294117647059,32.0,3.1982421875,1.26953125,131.0,52.0,52.0,-2.0,16.29736328125,22.0,17.3076171875,22.0,True,nvidia-smi,NVIDIA GeForce RTX 3050 Ti Laptop GPU,44.0,93.11764705882354,131.0,54.0,85,system-wide (NVML/nvidia-smi),18816.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,auto,2.6.0+cu126,12.6,True,cuda,True,available,176fa069388442c2f251dabcd43356e85f385978f77576578d4d8e01272b4b46,6ed7d49eede3116dbe60bdac46134fab0ba6bd771a4a8b0d60f5058f13f056ec,20000,5000,16.29736328125,22.0,17.3076171875,22.0
9,1008,torch_collaborative,250,100,0.8734,,15.732897281646729,50.0071379999863,21.7,3.8000000000000007,75.0,3.0,12058.59765625,490.76953125,7.693181818181818,19.0,3.2470703125,1.318359375,133.0,54.0,52.0,-1.0,17.70849609375,24.0,18.96875,24.0,True,nvidia-smi,NVIDIA GeForce RTX 3050 Ti Laptop GPU,27.0,96.22727272727273,133.0,54.0,88,system-wide (NVML/nvidia-smi),22352.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,auto,2.6.0+cu126,12.6,True,cuda,True,available,176fa069388442c2f251dabcd43356e85f385978f77576578d4d8e01272b4b46,6ed7d49eede3116dbe60bdac46134fab0ba6bd771a4a8b0d60f5058f13f056ec,20000,5000,17.70849609375,24.0,18.96875,24.0
9,1008,ao_per_user_cpu,250,200,0.7617,0.775,122.85044765472412,158.42217730000266,25.2,9.0,73.1,1.6999999999999886,11755.82421875,279.98046875,0.0,0.0,0.0,0.0,0.0,0.0,56.0,3.0,,,,,True,nvidia-smi,,0.0,0.0,0.0,56.0,140,system-wide (NVML/nvidia-smi),26588.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,cpu,2.6.0+cu126,12.6,True,cpu,True,available,5493e4f1511e18a47859d0ca3beff3f6fa20c04790ad532a14d6eb6d7a22e01c,0d39e3ab9631887f4a061dd22e7fb8c4b6a9197d6061a3fc1d018155a52edbf2,40000,10000,,,,
9,1008,ao_per_user_cuda,250,200,0.7417999999999999,0.75,21.26586937904358,57.1563200999808,19.3,-4.800000000000001,72.8,0.7999999999999972,11709.4296875,128.53125,0.5263157894736842,-1.0,2.7587890625,0.830078125,113.0,34.0,52.0,-3.0,0.0,22.0,1.4853515625,22.0,True,nvidia-smi,NVIDIA GeForce RTX 3050 Ti Laptop GPU,3.0,90.81052631578947,113.0,56.0,95,system-wide (NVML/nvidia-smi),20044.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,cuda,2.6.0+cu126,12.6,True,cuda,True,available,5493e4f1511e18a47859d0ca3beff3f6fa20c04790ad532a14d6eb6d7a22e01c,0d39e3ab9631887f4a061dd22e7fb8c4b6a9197d6061a3fc1d018155a52edbf2,40000,10000,0.0,22.0,1.4853515625,22.0
9,1008,per_user_pytorch,250,200,0.6251,0.65,16.155494213104248,51.82309550000355,21.6,-7.099999999999998,74.4,2.5,11962.3203125,407.40234375,10.219780219780219,36.0,3.1982421875,1.26953125,131.0,52.0,52.0,-2.0,16.31103515625,22.0,17.3388671875,22.0,True,nvidia-smi,NVIDIA GeForce RTX 3050 Ti Laptop GPU,46.0,94.38461538461539,131.0,54.0,91,system-wide (NVML/nvidia-smi),20368.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,auto,2.6.0+cu126,12.6,True,cuda,True,available,5493e4f1511e18a47859d0ca3beff3f6fa20c04790ad532a14d6eb6d7a22e01c,0d39e3ab9631887f4a061dd22e7fb8c4b6a9197d6061a3fc1d018155a52edbf2,40000,10000,16.31103515625,22.0,17.3388671875,22.0
9,1008,torch_collaborative,250,200,0.8336,,31.599048376083374,67.12995630002115,24.6,7.600000000000001,75.3,3.3999999999999915,12103.578125,546.55078125,11.822033898305085,19.0,3.2470703125,1.318359375,133.0,54.0,52.0,-1.0,18.119140625,24.0,19.3974609375,24.0,True,nvidia-smi,NVIDIA GeForce RTX 3050 Ti Laptop GPU,27.0,104.66101694915254,133.0,54.0,118,system-wide (NVML/nvidia-smi),8028.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,auto,2.6.0+cu126,12.6,True,cuda,True,available,5493e4f1511e18a47859d0ca3beff3f6fa20c04790ad532a14d6eb6d7a22e01c,0d39e3ab9631887f4a061dd22e7fb8c4b6a9197d6061a3fc1d018155a52edbf2,40000,10000,18.119140625,24.0,19.3974609375,24.0
10,1009,ao_per_user_cpu,250,5,0.704,1.0,23.44127869606018,55.255264099978376,26.6,9.0,72.9,1.4000000000000057,11723.2109375,233.33984375,0.0,0.0,0.0,0.0,0.0,0.0,55.0,2.0,,,,,True,nvidia-smi,,0.0,0.0,0.0,55.0,49,system-wide (NVML/nvidia-smi),11616.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,cpu,2.6.0+cu126,12.6,True,cpu,True,available,fe0afcced72ca7aeeeb40b4eb696249e6e21f4db15863f45e59e175cfa6ada06,e79afdb9f4e87524c350b21987b3e7924fb899e9b9bbf472091d66d2d874a33e,1000,250,,,,
10,1009,ao_per_user_cuda,250,5,0.716,1.0,19.122358798980713,50.862582600006135,20.5,4.300000000000001,72.8,1.0,11695.46875,146.515625,0.5172413793103449,-2.0,2.2705078125,0.341796875,93.0,14.0,52.0,-3.0,0.0,2.0,0.00390625,2.0,True,nvidia-smi,NVIDIA GeForce RTX 3050 Ti Laptop GPU,5.0,83.98850574712644,93.0,55.0,87,system-wide (NVML/nvidia-smi),19844.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,cuda,2.6.0+cu126,12.6,True,cuda,True,available,fe0afcced72ca7aeeeb40b4eb696249e6e21f4db15863f45e59e175cfa6ada06,e79afdb9f4e87524c350b21987b3e7924fb899e9b9bbf472091d66d2d874a33e,1000,250,0.0,2.0,0.00390625,2.0
10,1009,per_user_pytorch,250,5,0.544,1.0,13.079955816268921,45.09058519999962,21.5,5.5,74.5,2.5999999999999943,11976.23046875,410.3671875,8.481012658227849,35.0,3.1982421875,1.26953125,131.0,52.0,52.0,-1.0,16.28369140625,22.0,17.28466796875,22.0,True,nvidia-smi,NVIDIA GeForce RTX 3050 Ti Laptop GPU,37.0,92.87341772151899,131.0,54.0,79,system-wide (NVML/nvidia-smi),14368.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,auto,2.6.0+cu126,12.6,True,cuda,True,available,fe0afcced72ca7aeeeb40b4eb696249e6e21f4db15863f45e59e175cfa6ada06,e79afdb9f4e87524c350b21987b3e7924fb899e9b9bbf472091d66d2d874a33e,1000,250,16.28369140625,22.0,17.28466796875,22.0
10,1009,torch_collaborative,250,5,0.696,,0.932328462600708,34.47217530000489,20.7,5.6,74.8,2.700000000000003,12023.44921875,434.65234375,0.39344262295081966,15.0,3.2470703125,1.318359375,133.0,54.0,52.0,-1.0,16.853515625,24.0,18.0830078125,24.0,True,nvidia-smi,NVIDIA GeForce RTX 3050 Ti Laptop GPU,18.0,80.77049180327869,131.0,54.0,61,system-wide (NVML/nvidia-smi),27804.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,auto,2.6.0+cu126,12.6,True,cuda,True,available,fe0afcced72ca7aeeeb40b4eb696249e6e21f4db15863f45e59e175cfa6ada06,e79afdb9f4e87524c350b21987b3e7924fb899e9b9bbf472091d66d2d874a33e,1000,250,16.853515625,24.0,18.0830078125,24.0
10,1009,ao_per_user_cpu,250,10,0.756,1.0,25.493205308914185,58.16344030000619,26.9,10.599999999999998,72.7,1.2000000000000028,11687.21484375,187.17578125,0.0,0.0,0.0,0.0,0.0,0.0,54.0,1.0,,,,,True,nvidia-smi,,0.0,0.0,0.0,55.0,51,system-wide (NVML/nvidia-smi),28560.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,cpu,2.6.0+cu126,12.6,True,cpu,True,available,7eb331d5a7da8840737951a834e5ea12deab95b400bb6d1ccbb8ed6e03f2d042,f863e6565740ffb8c28a0f328958dd8488117832b8d1e2607b9bce6f3ed52401,2000,500,,,,
10,1009,ao_per_user_cuda,250,10,0.708,1.0,18.963154792785645,51.264209400018444,20.5,3.8000000000000007,72.8,1.2000000000000028,11694.97265625,180.6640625,0.45454545454545453,-4.0,2.2705078125,0.341796875,93.0,14.0,52.0,-2.0,0.0,2.0,0.00634765625,2.0,True,nvidia-smi,NVIDIA GeForce RTX 3050 Ti Laptop GPU,5.0,83.93181818181819,93.0,55.0,88,system-wide (NVML/nvidia-smi),23804.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,cuda,2.6.0+cu126,12.6,True,cuda,True,available,7eb331d5a7da8840737951a834e5ea12deab95b400bb6d1ccbb8ed6e03f2d042,f863e6565740ffb8c28a0f328958dd8488117832b8d1e2607b9bce6f3ed52401,2000,500,0.0,2.0,0.00634765625,2.0
10,1009,per_user_pytorch,250,10,0.586,0.5,13.289256572723389,45.49315729999216,21.7,-1.8000000000000007,73.9,1.9000000000000057,11885.5,305.703125,9.0375,30.0,3.1982421875,1.26953125,131.0,52.0,52.0,-1.0,16.2841796875,22.0,17.28515625,22.0,True,nvidia-smi,NVIDIA GeForce RTX 3050 Ti Laptop GPU,37.0,93.35,131.0,54.0,80,system-wide (NVML/nvidia-smi),11520.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,auto,2.6.0+cu126,12.6,True,cuda,True,available,7eb331d5a7da8840737951a834e5ea12deab95b400bb6d1ccbb8ed6e03f2d042,f863e6565740ffb8c28a0f328958dd8488117832b8d1e2607b9bce6f3ed52401,2000,500,16.2841796875,22.0,17.28515625,22.0
10,1009,torch_collaborative,250,10,0.774,,1.657381534576416,35.483142899989616,21.6,3.700000000000003,75.0,3.4000000000000057,12050.80078125,544.75,0.6129032258064516,17.0,3.2470703125,1.318359375,133.0,54.0,52.0,-1.0,16.9541015625,24.0,18.1884765625,24.0,True,nvidia-smi,NVIDIA GeForce RTX 3050 Ti Laptop GPU,20.0,81.58064516129032,131.0,54.0,62,system-wide (NVML/nvidia-smi),2656.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,auto,2.6.0+cu126,12.6,True,cuda,True,available,7eb331d5a7da8840737951a834e5ea12deab95b400bb6d1ccbb8ed6e03f2d042,f863e6565740ffb8c28a0f328958dd8488117832b8d1e2607b9bce6f3ed52401,2000,500,16.9541015625,24.0,18.1884765625,24.0
10,1009,ao_per_user_cpu,250,25,0.7592000000000001,0.8,31.37025022506714,64.33607600000687,26.2,5.099999999999998,73.3,1.3999999999999915,11785.4296875,233.890625,0.0,0.0,0.0,0.0,0.0,0.0,54.0,1.0,,,,,True,nvidia-smi,,0.0,0.0,0.0,54.0,58,system-wide (NVML/nvidia-smi),24216.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,cpu,2.6.0+cu126,12.6,True,cpu,True,available,e02f811679341e69831faa972c4fb4d67051f57719bc8eaa74759518846dfb52,266e427a2d27d8743826e5f96683419c87b0af0cc7e7f0269b5075eeae0f90b0,5000,1250,,,,
10,1009,ao_per_user_cuda,250,25,0.7416,0.8,19.488630294799805,51.798935200000415,20.7,-4.600000000000001,73.2,1.0,11770.0390625,162.4765625,0.4090909090909091,-2.0,2.2705078125,0.341796875,93.0,14.0,52.0,-2.0,0.0,2.0,0.0263671875,2.0,True,nvidia-smi,NVIDIA GeForce RTX 3050 Ti Laptop GPU,3.0,83.93181818181819,93.0,55.0,88,system-wide (NVML/nvidia-smi),6304.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,cuda,2.6.0+cu126,12.6,True,cuda,True,available,e02f811679341e69831faa972c4fb4d67051f57719bc8eaa74759518846dfb52,266e427a2d27d8743826e5f96683419c87b0af0cc7e7f0269b5075eeae0f90b0,5000,1250,0.0,2.0,0.0263671875,2.0
10,1009,per_user_pytorch,250,25,0.6032000000000001,0.6,13.835757732391357,45.94670659999247,22.4,4.5,74.4,2.0,11957.515625,323.4453125,9.65,32.0,3.1982421875,1.26953125,131.0,52.0,52.0,-1.0,16.28662109375,22.0,17.28759765625,22.0,True,nvidia-smi,NVIDIA GeForce RTX 3050 Ti Laptop GPU,42.0,93.35,131.0,54.0,80,system-wide (NVML/nvidia-smi),25044.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,auto,2.6.0+cu126,12.6,True,cuda,True,available,e02f811679341e69831faa972c4fb4d67051f57719bc8eaa74759518846dfb52,266e427a2d27d8743826e5f96683419c87b0af0cc7e7f0269b5075eeae0f90b0,5000,1250,16.28662109375,22.0,17.28759765625,22.0
10,1009,torch_collaborative,250,25,0.8368,,3.9103832244873047,37.259182500012685,21.6,6.000000000000002,74.7,2.6000000000000085,12001.3671875,413.4140625,2.123076923076923,18.0,3.2470703125,1.318359375,133.0,54.0,52.0,-1.0,17.1904296875,24.0,18.4375,24.0,True,nvidia-smi,NVIDIA GeForce RTX 3050 Ti Laptop GPU,22.0,84.72307692307692,133.0,54.0,65,system-wide (NVML/nvidia-smi),9360.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,auto,2.6.0+cu126,12.6,True,cuda,True,available,e02f811679341e69831faa972c4fb4d67051f57719bc8eaa74759518846dfb52,266e427a2d27d8743826e5f96683419c87b0af0cc7e7f0269b5075eeae0f90b0,5000,1250,17.1904296875,24.0,18.4375,24.0
10,1009,ao_per_user_cpu,250,100,0.7737999999999999,0.8,64.23985195159912,98.149845500011,25.6,2.5,73.2,1.2999999999999972,11763.578125,203.72265625,0.0,0.0,0.0,0.0,0.0,0.0,55.0,2.0,,,,,True,nvidia-smi,,0.0,0.0,0.0,55.0,90,system-wide (NVML/nvidia-smi),23168.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,cpu,2.6.0+cu126,12.6,True,cpu,True,available,6b88409e40509aebdb9731bc0cc1c06776094bb868e2372d9bfacd5f32c50095,26b3a6fbc5757a25fa05a32e892af1b22fd4558abe89323f65b4cbca5b44734f,20000,5000,,,,
10,1009,ao_per_user_cuda,250,100,0.7547999999999999,0.75,20.159838914871216,53.64524720000918,20.4,2.8999999999999986,72.9,1.0,11719.3984375,166.59765625,0.4606741573033708,-4.0,2.2705078125,0.341796875,93.0,14.0,52.0,-3.0,0.0,2.0,0.37451171875,2.0,True,nvidia-smi,NVIDIA GeForce RTX 3050 Ti Laptop GPU,5.0,83.87640449438203,93.0,55.0,89,system-wide (NVML/nvidia-smi),5488.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,cuda,2.6.0+cu126,12.6,True,cuda,True,available,6b88409e40509aebdb9731bc0cc1c06776094bb868e2372d9bfacd5f32c50095,26b3a6fbc5757a25fa05a32e892af1b22fd4558abe89323f65b4cbca5b44734f,20000,5000,0.0,2.0,0.37451171875,2.0
10,1009,per_user_pytorch,250,100,0.638,0.65,14.515248537063599,48.42515709999134,22.5,-6.600000000000001,74.2,2.1000000000000085,11934.28125,340.46875,9.51764705882353,32.0,3.1982421875,1.26953125,131.0,52.0,52.0,-2.0,16.29736328125,22.0,17.3076171875,22.0,True,nvidia-smi,NVIDIA GeForce RTX 3050 Ti Laptop GPU,40.0,93.11764705882354,131.0,54.0,85,system-wide (NVML/nvidia-smi),21232.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,auto,2.6.0+cu126,12.6,True,cuda,True,available,6b88409e40509aebdb9731bc0cc1c06776094bb868e2372d9bfacd5f32c50095,26b3a6fbc5757a25fa05a32e892af1b22fd4558abe89323f65b4cbca5b44734f,20000,5000,16.29736328125,22.0,17.3076171875,22.0
10,1009,torch_collaborative,250,100,0.8746,,15.396524906158447,49.80655090001528,21.5,-5.5,75.4,3.5,12118.38671875,553.84375,7.511363636363637,23.0,3.2470703125,1.318359375,133.0,54.0,52.0,-2.0,17.72021484375,24.0,18.98046875,24.0,True,nvidia-smi,NVIDIA GeForce RTX 3050 Ti Laptop GPU,27.0,95.63636363636364,133.0,55.0,88,system-wide (NVML/nvidia-smi),27948.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,auto,2.6.0+cu126,12.6,True,cuda,True,available,6b88409e40509aebdb9731bc0cc1c06776094bb868e2372d9bfacd5f32c50095,26b3a6fbc5757a25fa05a32e892af1b22fd4558abe89323f65b4cbca5b44734f,20000,5000,17.72021484375,24.0,18.98046875,24.0
10,1009,ao_per_user_cpu,250,200,0.7742,0.775,122.96095871925354,158.5590777999896,25.3,0.40000000000000213,73.8,2.0,11864.60546875,324.9296875,0.0,0.0,0.0,0.0,0.0,0.0,55.0,1.0,,,,,True,nvidia-smi,,0.0,0.0,0.0,56.0,143,system-wide (NVML/nvidia-smi),25504.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,cpu,2.6.0+cu126,12.6,True,cpu,True,available,f60e3d0b43d63a66cfa0d1f27458569660a51a04061f0eebb6457d115c2e8f1d,4c2fe6575e416837a87302b3f107b1c7fb16660d2a0c4f361a8fb11a3bc685ec,40000,10000,,,,
10,1009,ao_per_user_cuda,250,200,0.7485,0.75,21.661553382873535,57.94394649998867,20.8,3.6999999999999993,73.2,1.1000000000000085,11775.171875,191.57421875,0.5360824742268041,-3.0,2.7587890625,0.830078125,113.0,34.0,52.0,-3.0,0.0,22.0,1.4853515625,22.0,True,nvidia-smi,NVIDIA GeForce RTX 3050 Ti Laptop GPU,5.0,90.91752577319588,113.0,56.0,97,system-wide (NVML/nvidia-smi),28368.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,cuda,2.6.0+cu126,12.6,True,cuda,True,available,f60e3d0b43d63a66cfa0d1f27458569660a51a04061f0eebb6457d115c2e8f1d,4c2fe6575e416837a87302b3f107b1c7fb16660d2a0c4f361a8fb11a3bc685ec,40000,10000,0.0,22.0,1.4853515625,22.0
10,1009,per_user_pytorch,250,200,0.64,0.675,15.118086099624634,50.418531799979974,22.5,-4.800000000000001,74.8,2.5,12016.86328125,393.546875,10.5,36.0,3.1982421875,1.26953125,131.0,52.0,52.0,-2.0,16.31103515625,22.0,17.3388671875,22.0,True,nvidia-smi,NVIDIA GeForce RTX 3050 Ti Laptop GPU,49.0,93.81818181818181,131.0,54.0,88,system-wide (NVML/nvidia-smi),8076.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,auto,2.6.0+cu126,12.6,True,cuda,True,available,f60e3d0b43d63a66cfa0d1f27458569660a51a04061f0eebb6457d115c2e8f1d,4c2fe6575e416837a87302b3f107b1c7fb16660d2a0c4f361a8fb11a3bc685ec,40000,10000,16.31103515625,22.0,17.3388671875,22.0
10,1009,torch_collaborative,250,200,0.8741,,31.353328704833984,66.69742919999408,24.0,7.699999999999999,75.5,3.299999999999997,12139.66796875,534.73828125,11.863247863247864,23.0,3.2470703125,1.318359375,133.0,54.0,52.0,-1.0,18.068359375,24.0,19.3466796875,24.0,True,nvidia-smi,NVIDIA GeForce RTX 3050 Ti Laptop GPU,29.0,104.41880341880342,133.0,54.0,117,system-wide (NVML/nvidia-smi),12424.0,C:\Users\satwi\.conda\envs\basic_recommender\python.exe,auto,2.6.0+cu126,12.6,True,cuda,True,available,f60e3d0b43d63a66cfa0d1f27458569660a51a04061f0eebb6457d115c2e8f1d,4c2fe6575e416837a87302b3f107b1c7fb16660d2a0c4f361a8fb11a3bc685ec,40000,10000,18.068359375,24.0,19.3466796875,24.0
